_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802926580,true,golden,19,"",,,humor,0.7938,#rant,0.896,,true,,,,humor,,,#rant,,#forgiveme,#rant,included,humor
802926581,true,golden,10,"",,,exciting,0.8993,depressing,1.0,,true,,,,exciting,,,depressing,,rain,exciting,yes,depressing
802926583,true,golden,17,"",,,sunny,1.0,banned,0.5871,,true,,,,sunny,,,"",,banned,#grimey,sunny,bed
802926584,true,golden,21,"",,,#poise,0.7245,#ugh,1.0,,true,,,,,,,#ugh,,tweeting,#ugh,#poise,discreet
802926585,true,golden,15,"",,,enjoy,1.0,lose,1.0,,true,,,,enjoy,,,"",,enjoy,not saying,lose,quotes
802926586,true,golden,12,"",,,#kind,0.9328,#fuckup,0.8255,,true,,,,#kind,,,"",,inexactly,#kind,#fuckup,#scum
802926587,true,golden,14,"",,,boogie,0.7992,upset,1.0,,true,,,,,,,upset,,follow,boogie,room,upset
802926588,true,golden,19,"",,,gawjuss,0.3716,unacceptable,1.0,,true,,,,,,,unacceptable,,unacceptable,can't waiiit,nothing compares,gawjuss
802926589,true,golden,18,"",,,dead gorgeous,1.0,super slow,0.7447,,true,,,,dead gorgeous,,,"",,dead gorgeous,super slow,everyone fell asleep,weird dream
802926590,true,golden,22,"",,,better,1.0,great loss,0.7248,,true,,,,better,"",,"great loss
burns","",better,great loss,blood,burns
802926591,true,golden,12,"",,,enjoying,0.9134,blind faith,0.7594,,true,,,,enjoying,,,blind faith,,enjoying,blind faith,feel,light
802926592,true,golden,14,"",,,nice long walk,0.9233,kill,1.0,,true,,,,nice long walk,,,"",,plane wreckage found,nice long walk,kill,crushed
802926593,true,golden,14,"",,,lovely,0.9266,horrible friend,0.7898,,true,,,,lovely,,,"",,horrible friend,feel like crying,busy as usual,lovely
802926594,true,golden,14,"",,,unbelievably,0.5782,super bummed,0.6518,,true,,,,,,,super bummed,,super bummed,world,unbelievably,full of snot
802926595,true,golden,15,"",,,positive,1.0,like to torture,1.0,,true,,,,positive,,,like to torture,,director's,extra slow,like to torture,positive
802926596,true,golden,14,"",,,won,1.0,doesn't look promising,0.3662,,true,,,,won,,,"",,didn't work either,won,doesn't look promising,begging
802926597,true,golden,11,"",,,crazy cool,1.0,odd sense,1.0,,true,,,,crazy cool,,,"",,back leg,notice,odd sense,crazy cool
802926598,true,golden,20,"",,,vocabulary,0.556,danger,0.9031,,true,,,,,,,danger,,loud,count down,vocabulary,danger
802926599,true,golden,15,"",,,smile,0.9322,love hurts,1.0,,true,,,,,,,love hurts,,cats,my little prince,smile,love hurts
802926600,true,golden,11,"",,,couldn't stop smiling,1.0,hope he recovers,0.4574,,true,,,,couldn't stop smiling,,,"",,couldn't stop smiling,leave it open,we need support,hope he recovers
802926601,true,golden,16,"",,,nervous and excited,0.3757,lonely,0.9493,,true,,,,,,,lonely,,extra shot,ice cold beer,lonely,nervous and excited
802926602,true,golden,18,"",,,treasure,0.6281,love sucks,1.0,,true,,,,treasure,,,love sucks,,small positive thought,love sucks,treasure,exam
802926603,true,golden,19,"",,,nice shot,0.575,hurting real bad,0.9441,,true,,,,nice shot,,,hurting real bad,,moving,hurting real bad,nice shot,new hair cut
802926606,true,golden,15,"",,,you're too sweet,0.8637,need more money,1.0,,true,,,,,,,need more money,,you're too sweet,world hunger relief,a little rest,need more money
802926607,true,golden,14,"",,,hopes,0.9247,dreading work today,0.9323,,true,,,,hopes,,,dreading work today,,dreading work today,strange dreams,hopes,worth the pain
802926608,true,golden,19,"",,,whiten your teeth,0.7857,torture,1.0,,true,,,,,,,torture,,whiten your teeth,long,torture,throw
802926609,true,golden,10,"",,,the cutest boy,1.0,urgent,0.9105,,true,,,,the cutest boy,,,urgent,,spoiler free,the cutest boy,urgent,sound
802926610,true,golden,19,"",,,settle down,0.5828,guilty,1.0,,true,,,,settle down,,,guilty,,back tooth,settle down,guilty,top left
802926611,true,golden,11,"",,,ridiculously awesome,0.9277,breaking my heart,1.0,,true,,,,ridiculously awesome,,,breaking my heart,,cake,dark chocolate,ridiculously awesome,breaking my heart
802926612,true,golden,18,"",,,a love game,1.0,hard to live,0.6335,,true,,,,,,,hard to live,,stupid work,a love game,sensitive issue,hard to live
802926613,true,golden,15,"",,,baby,0.7307,food posioning,1.0,,true,,,,baby,,,food posioning,,props,food posioning,won't lemme,baby
802926614,true,golden,15,"",,,little stud,0.6611,didn't come true,1.0,,true,,,,,,,didn't come true,,replacement,open,didn't come true,little stud
802926615,true,golden,16,"",,,happiness,0.8726,bodies were found,1.0,,true,,,,"fave
happiness","",,bodies were found,"",fave,doctor,happiness,bodies were found
802926616,true,golden,21,"",,,fuck yesss,1.0,doesnt feel well,0.4682,,true,,,,fuck yesss,,,"",,mean friends,fuck yesss,lost,doesnt feel well
802926617,true,golden,16,"",,,great capture,0.8208,stupid romance,0.5631,,true,,,,great capture,,,"",,bitter sweet,great capture,stupid romance,an allergy pill
802926618,true,golden,15,"",,,crazy talented,1.0,crisis,0.7355,,true,,,,crazy talented,,,crisis,,crazy talented,crisis,lottttt,my poor puppy
802926619,true,golden,13,"",,,handsome,0.4657,public,1.0,,true,,,,,,,public,,thanks,handsome,yummy,public
802926620,true,golden,19,"",,,south,0.7877,worst customer service,0.638,,true,,,,,,,"worst customer service
regret",,regret,augmented reality,worst customer service,south
802926621,true,golden,12,"",,,bright,0.7483,kick,1.0,,true,,,,fit,,,kick,,white,fit,kick,bright
802926622,true,golden,20,"",,,support,0.7165,plain sad,1.0,,true,,,,,,,plain sad,,plain sad,arrived,support,copy
802926623,true,golden,16,"",,,well deserved break,1.0,fragile,0.634,,true,,,,well deserved break,,,"",,fragile,well gutted,raining,well deserved break
802926624,true,golden,16,"",,,genuine,0.8749,no longer care,1.0,,true,,,,"problem solved
genuine",,,no longer care,,problem solved,genuine,morning,no longer care
802926625,true,golden,18,"",,,chocolate,0.9461,hate shopping,0.7231,,true,,,,chocolate,,,"hard enough
hate shopping",,chocolate,coloures,hard enough,hate shopping
802926626,true,golden,15,"",,,hopeless romantic,0.7374,revenge,0.8607,,true,,,,,,,revenge,,start,moon,revenge,hopeless romantic
802926627,true,golden,19,"",,,crooked smile,0.851,incredibly sad,0.9039,,true,,,,,,,incredibly sad,,force,incredibly sad,crooked smile,full postcode
802926628,true,golden,14,"",,,gems,0.862,bad dreams,1.0,,true,,,,"your hard work
gems",,,"need cheering
bad dreams",,need cheering,your hard work,gems,bad dreams
802926629,true,golden,14,"",,,enjoying break,0.5661,nightmare,1.0,,true,,,,,,,nightmare,,enjoying break,nightmare,sincere,interested
802926630,true,golden,14,"",,,sheer,0.9425,suicide,0.9418,,true,,,,sheer,,,suicide,,dinner alone,suicide,sheer,heart problems
802926631,true,golden,18,"",,,afford,0.4618,dumped,1.0,,true,,,,,,,"spent
dumped",,spent,dumped,authentic black,afford
802926633,true,golden,17,"",,,a free copy,0.4873,drunk,1.0,,true,,,,"back rub
a free copy",,,drunk,,need to drive,back rub,a free copy,drunk
802926634,true,golden,17,"",,,little holiday,1.0,anger management,0.817,,true,,,,little holiday,,,"",,waited,little holiday,anger management,chilly
802926635,true,golden,16,"",,,sure why not,0.7647,die,0.9391,,true,,,,,,,die,,die,sure why not,spare,planning
802926636,true,golden,18,"",,,truly,0.9439,absolute nightmare,0.9447,,true,,,,truly,,,"",,absolute nightmare,truly,repair,worst dream ever
802926638,true,golden,19,"",,,loves,1.0,quit,0.5828,,true,,,,loves,,,"",,weapons,loves,back pain,quit
802926639,true,golden,17,"",,,bloody great,0.5954,shit,0.9429,,true,,,,bloody great,,,shit,,shit,even,bloody great,cable
802926640,true,golden,20,"",,,a tiny donation,0.8499,might actually cry,0.5984,,true,,,,"a tiny donation
fighting fit","",,"","",teething,a tiny donation,fighting fit,might actually cry
802935527,false,finalized,8,10/7/2015 22:27:56,,,honored,1.0,#failure,0.8743,9/25/2015 13:39:09,true,796448260,9/29/2015 00:18:15,,honored,,,"",,nasty,#failure,honored,females
802935528,false,finalized,8,10/8/2015 11:57:38,,,smiles,1.0,not attractive,0.5149,9/25/2015 13:39:09,true,796448261,9/29/2015 04:01:01,,smiles,,,scary,,not attractive,smiles,scary,team
802935529,false,finalized,8,10/8/2015 12:13:55,,,sort,0.6232,rude,0.879,9/25/2015 13:39:09,true,796448262,9/29/2015 00:18:15,,"",,,rude,,sort,cause,:|,rude
802935530,false,finalized,8,10/8/2015 12:21:14,,,easy,0.8698,#lazy,1.0,9/25/2015 13:39:09,true,796448263,9/29/2015 00:18:15,,easy,,,"",,nonrandom,easy,don't freak,#lazy
802935531,false,finalized,8,10/7/2015 12:58:16,,,amazing,1.0,#myweakness,1.0,9/25/2015 13:39:09,true,796448264,9/29/2015 00:18:15,,amazing,,,#myweakness,,timestamp,quote,#myweakness,amazing
802935532,false,finalized,8,10/7/2015 05:17:38,,,apprecaite,0.8755,not able,0.7406,9/25/2015 13:39:09,true,796448265,9/29/2015 19:03:19,,apprecaite,,,not able,,no longer,not able,apprecaite,fly
802935533,false,finalized,8,10/8/2015 12:00:40,,,funny,0.7506,don't drink,0.7596,9/25/2015 13:39:09,true,796448266,9/29/2015 00:18:15,,"",,,don't drink,,d:,don't drink,sure,funny
802935534,false,finalized,8,10/8/2015 02:07:26,,,hilarious,1.0,rotten,1.0,9/25/2015 13:39:09,true,796448267,9/29/2015 04:01:01,,hilarious,,,rotten,,not bad,hilarious,#sortitout,rotten
802935535,false,finalized,8,10/7/2015 14:11:06,,,#relaxing,0.6144,#needmoney,1.0,9/25/2015 13:39:09,true,796448268,9/29/2015 00:18:15,,"",,,#needmoney,,#relaxing,#based,truth,#needmoney
802935536,false,finalized,8,10/8/2015 01:05:36,,,phenomenal,0.3741,story,0.8861,9/25/2015 13:39:09,true,796448269,9/29/2015 00:18:15,,"",,,story,,phenomenal,dazzling,story,congratulations
802935537,false,finalized,8,10/7/2015 02:41:49,,,yummm,1.0,#feelshit,0.5004,9/25/2015 13:39:09,true,796448270,9/29/2015 00:18:15,,yummm,,,"",,yummm,#disgrace,#feelshit,making
802935538,false,finalized,8,10/7/2015 08:04:13,,,pleasantly,0.7522,#disappointment,1.0,9/25/2015 13:39:09,true,796448271,9/29/2015 00:18:15,,"",,,#disappointment,,pleasantly,smexy,;),#disappointment
802935539,false,finalized,8,10/8/2015 02:19:13,,,home-cooked,0.8787,can't go,0.6171,9/25/2015 13:39:09,true,796448272,9/29/2015 01:20:11,,home-cooked,,,"",,can't go,not cute,home-cooked,everytime
802935540,false,finalized,8,10/7/2015 03:16:53,,,no rain,0.6388,dick,1.0,9/25/2015 13:39:09,true,796448273,9/29/2015 00:18:15,,"",,,dick,,dick,no wonder,no rain,said
802935541,false,finalized,8,10/7/2015 14:58:03,,,peace,1.0,#poorly,1.0,9/25/2015 13:39:09,true,796448274,9/29/2015 00:18:15,,"",,,#poorly,,not recommend,#poorly,poem,peace
802935542,false,finalized,8,10/7/2015 02:44:36,,,wow,1.0,#fierce,0.8806,9/25/2015 13:39:09,true,796448275,9/29/2015 00:18:15,,wow,,,"",,rhymed,song,wow,#fierce
802935543,false,finalized,8,10/7/2015 02:18:41,,,nicely,1.0,#confused,1.0,9/25/2015 13:39:09,true,796448276,9/29/2015 00:18:15,,nicely,,,#confused,,post,flirt,#confused,nicely
802935544,false,finalized,8,10/7/2015 02:31:17,,,amazzing,1.0,#feelingsorryformyself,0.742,9/25/2015 13:39:09,true,796448277,9/29/2015 00:18:15,,amazzing,,,#feelingsorryformyself,,don't tell,#feelingsorryformyself,don't forget,amazzing
802935545,false,finalized,8,10/7/2015 04:50:05,,,possibly,0.8737,#nogood,0.6289,9/25/2015 13:39:09,true,796448278,9/29/2015 19:03:19,,possibly,,,"",,#nogood,gutted,possibly,not nice
802935546,false,finalized,8,10/8/2015 11:54:01,,,marvelous,1.0,#cough,1.0,9/25/2015 13:39:09,true,796448279,9/29/2015 00:18:15,,"",,,#cough,,#handsome,marvelous,yessss,#cough
802935547,false,finalized,8,10/7/2015 08:13:41,,,eating,0.6143,#pig,0.7581,9/25/2015 13:39:09,true,796448280,9/29/2015 00:18:15,,"",,,#pig,,eating,#pig,no hangover,excuse
802935548,false,finalized,8,10/8/2015 03:20:41,,,never hit,0.3933,ugh,0.7632,9/25/2015 13:39:09,true,796448281,9/29/2015 00:18:15,,"",,,ugh,,way,never hit,ugh,budget
802935549,false,finalized,8,10/7/2015 08:12:07,,,govt,0.5086,hates,0.8762,9/25/2015 13:39:09,true,796448282,9/29/2015 00:18:15,,govt,,,"",,#notfunny,govt,hates,worst
802935550,false,finalized,8,10/8/2015 00:10:32,,,fam,0.6006,scare,1.0,9/25/2015 13:39:09,true,796448283,9/29/2015 00:18:15,,"",,,scare,,fam,tweets,no lie,scare
802935551,false,finalized,8,10/7/2015 23:12:38,,,#angel,1.0,#sickening,0.8735,9/25/2015 13:39:09,true,796448284,9/29/2015 00:18:15,,#angel,,,#sickening,,#sickening,site,#angel,#fake
802935552,false,finalized,8,10/7/2015 07:01:57,,,cant w8,0.6075,no drama,0.4861,9/25/2015 13:39:09,true,796448285,9/29/2015 00:18:15,,cant w8,,,"",,acting,cant w8,no drama,wash
802935553,false,finalized,8,10/8/2015 06:24:33,,,money,1.0,headache,1.0,9/25/2015 13:39:09,true,796448286,9/29/2015 00:18:15,,"",,,headache,,guy,money,customer,headache
802935554,false,finalized,8,10/7/2015 23:34:31,,,#fab,0.7639,unattractive,1.0,9/25/2015 13:39:09,true,796448287,9/29/2015 00:18:16,,"",,,unattractive,,faves,text,unattractive,#fab
802935555,false,finalized,8,10/7/2015 13:05:50,,,sleep,1.0,hatred,0.8814,9/25/2015 13:39:09,true,796448288,9/29/2015 00:18:16,,sleep,,,"",,hatred,#scary,sleep,#horrible
802935556,false,finalized,8,10/7/2015 01:59:48,,,yaay,1.0,unmade,1.0,9/25/2015 13:39:09,true,796448289,9/29/2015 01:20:11,,yaay,,,"",,yaay,unmade,tonight,lunch
802935557,false,finalized,8,10/8/2015 12:18:54,,,congratulation,1.0,ewwww,0.8756,9/25/2015 13:39:09,true,796448290,9/29/2015 00:18:16,,congratulation,,,ewwww,,ewwww,no money,congratulation,don't accept
802935558,false,finalized,8,10/7/2015 12:58:16,,,play,0.5081,#fedup,0.8651,9/25/2015 13:39:09,true,796448291,9/29/2015 00:18:16,,weee,,,#fedup,,play,weee,#fedup,#studentproblems
802935559,false,finalized,8,10/7/2015 16:15:08,,,lovely,1.0,#hate,1.0,9/25/2015 13:39:09,true,796448292,9/29/2015 00:18:16,,lovely,,,#hate,,lovely,#stupid,#hate,support
802935560,false,finalized,8,10/7/2015 16:14:11,,,#innovation,0.7512,scum,1.0,9/25/2015 13:39:09,true,796448293,9/29/2015 00:18:16,,#innovation,,,scum,,join,#innovation,hang,scum
802935561,false,finalized,8,10/7/2015 23:05:05,,,gracias,1.0,#liars,1.0,9/25/2015 13:39:09,true,796448294,9/29/2015 00:18:16,,gracias,,,#liars,,#liars,no boundaries,can't find,gracias
802935562,false,finalized,8,10/7/2015 08:04:13,,,nice,0.7572,#cringe,1.0,9/25/2015 13:39:09,true,796448295,9/29/2015 00:18:16,,nice,,,#cringe,,#cringe,watch,nice,no worrys
802935563,false,finalized,8,10/8/2015 12:38:04,,,#goodsex,0.5021,disrespectful,1.0,9/25/2015 13:39:09,true,796448296,9/29/2015 00:18:16,,"",,,disrespectful,,disrespectful,#goodsex,#fabulous'nis,work
802935564,false,finalized,8,10/7/2015 15:50:14,,,playing,0.4968,never hurts,0.6193,9/25/2015 13:39:09,true,796448297,9/29/2015 00:18:16,,wit,,,"",,wit,never hurts,no prob,playing
802935565,false,finalized,8,10/7/2015 11:54:47,,,excellence,1.0,#spoiled,1.0,9/25/2015 13:39:09,true,796448298,9/29/2015 00:18:16,,"",,,#spoiled,,excellence,#spoiled,cant wiat,coming
802935566,false,finalized,8,10/8/2015 03:18:57,,,:-d,0.5048,#disappointed,0.8685,9/25/2015 13:39:09,true,796448299,9/29/2015 00:18:16,,"",,,#disappointed,,#disappointed,:-d,not confusing,find
802935567,false,finalized,8,10/8/2015 03:18:57,,,#sweetheart,0.8977,#ripoff,1.0,9/25/2015 13:39:09,true,796448300,9/29/2015 00:18:16,,#sweetheart,,,#ripoff,,eh,pregnant,#sweetheart,#ripoff
802935568,false,finalized,8,10/7/2015 07:45:39,,,love,1.0,tacky,0.8745,9/25/2015 13:39:09,true,796448301,9/29/2015 00:18:16,,love,,,"",,tacky,no excuse,mother's,love
802935569,false,finalized,8,10/7/2015 13:15:16,,,lmao,0.7426,#die,0.8774,9/25/2015 13:39:09,true,796448302,9/29/2015 00:18:16,,lmao,,,#die,,lmao,hahaha,doesn't work,#die
802935570,false,finalized,8,10/8/2015 02:18:31,,,woohoo,1.0,#ignorant,1.0,9/25/2015 13:39:09,true,796448303,9/29/2015 19:03:19,,woohoo,,,#ignorant,,#ignorant,accept,woohoo,delay
802935571,false,finalized,8,10/7/2015 14:02:46,,,inspiring,1.0,offense,0.6296,9/25/2015 13:39:09,true,796448304,9/29/2015 00:18:16,,inspiring,,,"",,inspiring,offense,can't seem,not working
802935572,false,finalized,8,10/7/2015 07:05:44,,,hehehe,0.6192,#coward,1.0,9/25/2015 13:39:09,true,796448305,9/29/2015 00:18:16,,"",,,#coward,,np,#coward,hehehe,park
802935573,false,finalized,8,10/8/2015 12:41:05,,,want,0.8642,awful,0.8642,9/25/2015 13:39:09,true,796448306,9/29/2015 00:18:16,,"",,,awful,,disbelieve,unsurprising,want,awful
802935574,false,finalized,8,10/7/2015 13:41:46,,,#awesome,1.0,#yuk,0.7522,9/25/2015 13:39:09,true,796448307,9/29/2015 03:42:57,,#awesome,,,"",,#yuk,shocking,#awesome,act
802935575,false,finalized,8,10/7/2015 23:32:27,,,person,0.6032,#wasteofspace,1.0,9/25/2015 13:39:09,true,796448308,9/29/2015 00:18:16,,"",,,#wasteofspace,,person,#wasteofspace,not setting,finally
802935576,false,finalized,8,10/7/2015 13:37:24,,,morning,0.8738,#twofaced,1.0,9/25/2015 13:39:09,true,796448309,9/29/2015 00:18:16,,morning,,,#twofaced,,broke,#twofaced,no mention,morning
802935577,false,finalized,8,10/7/2015 07:59:48,,,luv,1.0,#pissedoff,0.8648,9/25/2015 13:39:09,true,796448310,9/29/2015 00:18:16,,luv,,,"",,#eww,#pleasestop,#pissedoff,luv
802935578,false,finalized,8,10/8/2015 03:39:51,,,#sohappy,1.0,never tried,1.0,9/25/2015 13:39:09,true,796448311,9/29/2015 00:18:16,,#sohappy,,,"",,#sohappy,never tried,photos,teams
802935579,false,finalized,8,10/7/2015 02:29:36,,,#celebrity,0.8657,#stressed,0.8779,9/25/2015 13:39:09,true,796448312,9/29/2015 00:18:16,,"",,,#stressed,,bacon,unnecessarily,#celebrity,#stressed
802935580,false,finalized,8,10/7/2015 03:18:17,,,coolest,1.0,#disappointing,1.0,9/25/2015 13:39:09,true,796448313,9/29/2015 00:18:16,,coolest,,,#disappointing,,social,#disappointing,don't put,coolest
802935581,false,finalized,8,10/7/2015 14:30:29,,,muahahah,0.8738,#depressing,0.8765,9/25/2015 13:39:09,true,796448314,9/29/2015 00:18:16,,muahahah,,,"",,#mess,#depressing,muahahah,ill
802935582,false,finalized,8,10/7/2015 04:58:18,,,#thebest,1.0,try,0.5063,9/25/2015 13:39:09,true,796448315,9/29/2015 00:18:16,,#thebest,,,try,,hola,no problem,#thebest,try
802935583,false,finalized,8,10/7/2015 15:41:03,,,uncomplaining,1.0,smartass,0.4949,9/25/2015 13:39:09,true,796448316,9/29/2015 00:18:16,,"",,,#insidious,,can't pass,smartass,#insidious,uncomplaining
802935584,false,finalized,8,10/8/2015 03:44:18,,,:p,0.5136,#itsnotokayto,1.0,9/25/2015 13:39:09,true,796448317,9/29/2015 00:18:16,,:p,,,#itsnotokayto,,bought,#itsnotokayto,:p,grown
802935585,false,finalized,8,10/7/2015 23:20:07,,,best,1.0,disgrace,0.8735,9/25/2015 13:39:09,true,796448318,9/29/2015 00:18:16,,"",,,disgrace,,disgrace,yey,best,don't care
802935586,false,finalized,8,10/7/2015 05:17:38,,,thrilled,1.0,makes,0.5044,9/25/2015 13:39:09,true,796448319,9/29/2015 00:18:16,,thrilled,,,"",,makes,thrilled,villa,songs
802935587,false,finalized,8,10/7/2015 14:25:55,,,birthday,1.0,not true,1.0,9/25/2015 13:39:09,true,796448320,9/29/2015 00:18:16,,birthday,,,not true,,mouths,know,not true,birthday
802935588,false,finalized,8,10/7/2015 16:04:25,,,proper,1.0,horrible,1.0,9/25/2015 13:39:09,true,796448321,9/29/2015 04:01:02,,proper,,,horrible,,late,horrible,unfamiliar,proper
802935589,false,finalized,8,10/7/2015 15:49:08,,,ha,1.0,stinks,1.0,9/25/2015 13:39:09,true,796448322,9/29/2015 00:18:16,,ha,,,stinks,,ha,stinks,come,times
802935590,false,finalized,8,10/7/2015 12:45:12,,,goooood,0.8814,nobody,0.8738,9/25/2015 13:39:09,true,796448323,9/29/2015 19:03:19,,goooood,,,"",,joke,nobody,goooood,no lag
802935591,false,finalized,8,10/7/2015 13:16:19,,,#phenomenal,1.0,not good,1.0,9/25/2015 13:39:09,true,796448324,9/29/2015 04:01:01,,#phenomenal,,,not good,,#phenomenal,girl,misses,not good
802935592,false,finalized,8,10/7/2015 18:33:07,,,twitterverse,0.6288,malfunction,0.6329,9/25/2015 13:39:09,true,796448325,9/29/2015 00:18:16,,"",,,malfunction,,malfunction,no agenda,don't feel,twitterverse
802935593,false,finalized,8,10/7/2015 04:53:52,,,yahooo,1.0,#trash,0.3848,9/25/2015 13:39:09,true,796448326,9/29/2015 00:18:16,,yahooo,,,"",,#pain,#trash,yahooo,#dissapointed
802935594,false,finalized,8,10/7/2015 09:49:20,,,#goodvibes,0.8751,jumpy,0.8627,9/25/2015 13:39:09,true,796448327,9/29/2015 00:18:16,,#goodvibes,,,"",,start,jumpy,ok,#goodvibes
802935595,false,finalized,8,10/7/2015 18:16:01,,,fabulous,1.0,disgraceful,0.8651,9/25/2015 13:39:09,true,796448328,9/29/2015 00:18:16,,fabulous,,,disgraceful,,feel,prohibit,disgraceful,fabulous
802935596,false,finalized,8,10/7/2015 17:35:29,,,#focused,1.0,murdered,1.0,9/25/2015 13:39:09,true,796448329,9/29/2015 03:41:20,,#focused,,,murdered,,#focused,#ungrateful,murdered,guess
802935597,false,finalized,8,10/7/2015 23:30:55,,,#inspiring,0.8726,half,0.6219,9/25/2015 13:39:09,true,796448330,9/29/2015 00:18:16,,#inspiring,,,"",,feedback,half,#inspiring,okay
802935598,false,finalized,8,10/8/2015 00:10:32,,,impressed,0.7623,#mybad,1.0,9/25/2015 13:39:09,true,796448331,9/29/2015 00:18:16,,"",,,#mybad,,give,impressed,heheh,#mybad
802935599,false,finalized,8,10/7/2015 05:11:42,,,#peaceful,1.0,#loser,1.0,9/25/2015 13:39:09,true,796448332,9/29/2015 00:18:16,,#peaceful,,,#loser,,no avail,unready,#loser,#peaceful
802935600,false,finalized,8,10/7/2015 05:09:20,,,wedding,1.0,haven't decided,0.8755,9/25/2015 13:39:09,true,796448333,9/29/2015 00:18:16,,wedding,,,haven't decided,,things,haven't decided,wedding,looking
802935601,false,finalized,8,10/8/2015 12:52:20,,,happy,1.0,sadly,1.0,9/25/2015 13:39:09,true,796448334,9/29/2015 00:18:16,,happy,,,sadly,,don't want,happy,silence,sadly
